nbr_images, elapsed(sec), avg_img_size
138, 10.005508661270142, 230400.0
179, 10.019660472869873, 230400.0
167, 10.018258810043335, 230400.0
157, 10.032068729400635, 230400.0
148, 10.03333044052124, 230400.0
175, 10.000843048095703, 230400.0
191, 10.041862726211548, 230400.0
196, 10.039778470993042, 230400.0
175, 10.016751050949097, 230400.0
181, 10.038805723190308, 230400.0
161, 10.038158893585205, 230400.0
190, 10.022168159484863, 230400.0
201, 10.032109260559082, 230400.0
193, 10.002311706542969, 230400.0
198, 10.038872957229614, 230400.0
198, 10.040118932723999, 230400.0
190, 10.051067113876343, 230400.0
200, 10.002909898757935, 230400.0
202, 10.043485164642334, 230400.0
195, 10.02649211883545, 230400.0
201, 10.000149250030518, 230400.0
190, 10.003764390945435, 230400.0
186, 10.049036264419556, 230400.0
198, 10.036510467529297, 230400.0
196, 10.042445421218872, 230400.0
197, 10.039123773574829, 230400.0
195, 10.032204151153564, 230400.0
198, 10.037156581878662, 230400.0
185, 10.016780614852905, 230400.0
202, 10.021025657653809, 230400.0
200, 10.041651487350464, 230400.0
196, 10.032834529876709, 230400.0
191, 10.032567501068115, 230400.0
184, 10.008767366409302, 230400.0
187, 10.018917798995972, 230400.0
198, 10.01469111442566, 230400.0
196, 10.02720046043396, 230400.0
196, 10.010194540023804, 230400.0
195, 10.030359506607056, 230400.0
197, 10.039332151412964, 230400.0
188, 10.044020414352417, 230400.0
200, 10.02539610862732, 230400.0
196, 10.045441627502441, 230400.0
198, 10.050855159759521, 230400.0
194, 10.006117105484009, 230400.0
185, 10.063199043273926, 230400.0
184, 10.007013320922852, 230400.0
206, 10.058483362197876, 230400.0
205, 10.011025667190552, 230400.0
198, 10.037582635879517, 230400.0
196, 10.019983530044556, 230400.0
197, 10.010920524597168, 230400.0
192, 10.042968273162842, 230400.0
199, 10.02983045578003, 230400.0
195, 10.009336471557617, 230400.0
196, 10.01909351348877, 230400.0
196, 10.043384552001953, 230400.0
192, 10.238919973373413, 230400.0
192, 10.016315698623657, 230400.0
197, 10.020479917526245, 230400.0
198, 10.006443500518799, 230400.0
201, 10.035691499710083, 230400.0
203, 10.020112991333008, 230400.0
186, 10.01554536819458, 230400.0
193, 10.032719850540161, 230400.0
205, 10.009613037109375, 230400.0
193, 10.004168272018433, 230400.0
201, 10.020082950592041, 230400.0
202, 10.009961605072021, 230400.0
183, 10.033811569213867, 230400.0
192, 10.011263847351074, 230400.0
201, 10.030182600021362, 230400.0
185, 10.0260648727417, 230400.0
194, 10.03092908859253, 230400.0
200, 10.020248889923096, 230400.0
190, 10.026986598968506, 230400.0
194, 10.013721466064453, 230400.0
199, 10.011407375335693, 230400.0
200, 10.053545236587524, 230400.0
194, 10.025278568267822, 230400.0
180, 10.012811660766602, 230400.0
179, 10.01628851890564, 230400.0
162, 10.054640531539917, 230400.0
146, 10.030608654022217, 230400.0
174, 10.03605031967163, 230400.0
195, 10.040108442306519, 230400.0
198, 10.061596632003784, 230400.0
163, 10.001695156097412, 230400.0
185, 10.036838293075562, 230400.0
198, 10.00029706954956, 230400.0
192, 10.004088163375854, 230400.0
193, 10.005720138549805, 230400.0
198, 10.025856018066406, 230400.0
195, 10.017888307571411, 230400.0
205, 10.018421411514282, 230400.0
189, 10.021553039550781, 230400.0
197, 10.010973930358887, 230400.0
196, 10.043170690536499, 230400.0
193, 10.041573524475098, 230400.0
191, 10.042471170425415, 230400.0
