nbr_images, elapsed(sec), avg_img_size
15, 10.221272468566895, 93979.73333333334
20, 10.442399978637695, 99022.7
20, 10.517599821090698, 99538.35
20, 10.400203943252563, 98624.6
20, 10.454832553863525, 98400.1
20, 10.469302654266357, 98236.55
20, 10.443857431411743, 98330.05
20, 10.473714590072632, 98336.2
20, 10.457170486450195, 98351.4
20, 10.554113388061523, 98138.7
20, 10.358181953430176, 98298.85
20, 10.453172445297241, 98556.7
20, 10.464082479476929, 98663.0
20, 10.457010507583618, 98731.65
20, 10.477033853530884, 98670.65
20, 10.447742223739624, 98715.6
20, 10.449274778366089, 98639.65
20, 10.461625576019287, 98227.45
20, 10.460896968841553, 98023.05
20, 10.458057641983032, 98144.25
20, 10.45969557762146, 98181.65
20, 10.467211961746216, 98150.6
20, 10.467357873916626, 98070.6
20, 10.448953866958618, 98071.05
20, 10.457604885101318, 98014.9
20, 10.458392858505249, 97844.3
20, 10.459917306900024, 98134.3
20, 10.4503333568573, 98136.35
20, 10.458075523376465, 98208.0
20, 10.471408367156982, 98171.5
20, 10.453179597854614, 98215.35
20, 10.455156326293945, 98332.9
19, 10.014930009841919, 98394.21052631579
20, 10.38291311264038, 98395.95
20, 10.45571756362915, 98365.15
20, 10.455982685089111, 98175.55
20, 10.480433464050293, 98297.25
20, 10.450165033340454, 98313.15
20, 10.452492237091064, 98305.5
20, 10.579061269760132, 98290.4
20, 10.338884353637695, 98402.95
20, 10.455005645751953, 98234.8
20, 10.454168796539307, 98332.6
20, 10.464096069335938, 98200.15
20, 10.587926626205444, 98292.95
20, 10.338661909103394, 98332.15
20, 10.449464559555054, 98356.0
20, 10.45895767211914, 98424.05
20, 10.46733570098877, 97253.2
20, 10.451938390731812, 98213.65
20, 10.456736326217651, 97943.4
20, 10.475994110107422, 97927.75
20, 10.44859790802002, 98945.95
20, 10.456207275390625, 98718.2
20, 10.458914518356323, 98883.15
19, 10.013824701309204, 98669.47368421052
20, 10.378628730773926, 99069.4
20, 10.464497327804565, 99304.6
20, 10.46209454536438, 99438.4
20, 10.467251062393188, 99151.75
20, 10.45719861984253, 98937.85
20, 10.450466632843018, 98959.6
20, 10.458154678344727, 98974.2
20, 10.454349756240845, 98961.65
20, 10.461865186691284, 98898.75
20, 10.452319622039795, 98869.8
20, 10.460140228271484, 93723.15
20, 10.474822998046875, 97884.8
20, 10.473855972290039, 97662.5
20, 10.499082565307617, 97687.65
20, 10.390477895736694, 97646.45
20, 10.45641040802002, 97557.75
20, 10.452715635299683, 97498.7
20, 10.468730926513672, 97472.25
20, 10.464961767196655, 97401.8
20, 10.457969665527344, 96335.25
20, 10.450012683868408, 95701.4
20, 10.46994686126709, 96109.65
20, 10.463590621948242, 96256.9
20, 10.43136978149414, 96128.95
20, 10.449798822402954, 96257.2
20, 10.460897207260132, 97223.7
20, 10.475302457809448, 97668.65
20, 10.456965923309326, 97479.65
20, 10.447407722473145, 97360.8
20, 10.459174156188965, 97174.15
20, 10.459624528884888, 97249.0
20, 10.451061248779297, 96782.1
20, 10.45999789237976, 94534.1
20, 10.45733118057251, 98151.85
20, 10.469034194946289, 97772.0
20, 10.457440614700317, 97471.0
20, 10.463746309280396, 97388.05
20, 10.456683158874512, 97452.65
20, 10.455710887908936, 97427.6
20, 10.4550621509552, 97461.55
20, 10.4576096534729, 97450.45
20, 10.468719959259033, 97402.75
20, 10.457987308502197, 97403.65
20, 10.454776287078857, 97585.45
